"study_id","estimand_id","target","n","p","beta_original","max_k","max_removal_fraction","max_relative_change","min_k_25pct","min_fraction_25pct","direction_25pct","min_k_50pct","min_fraction_50pct","direction_50pct","min_k_cross_zero","min_fraction_cross_zero","direction_cross_zero","min_k_sign_flip","min_fraction_sign_flip","direction_sign_flip","non_nested_events","N"
"09_StMEN","shots_per_dollar_postlasso_POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3","POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3",7370,8,0.00401595794827882,368,0.049932157394844,1.9240882890918,18,0.00244233378561737,"Increase",55,0.00746268656716418,"Increase",214,0.0290366350067843,"Decrease",214,0.0290366350067843,"Decrease",23,7370
