"study_id","estimand_id","target","k","removal_fraction","direction","beta_original","beta_mis","delta_mis","abs_delta_mis","relative_change_mis","valid_mis","refit_error_mis","nested_mis","mis_positions","mis_ids","N","beta_after","delta_beta","abs_delta_beta","relative_change","nested","valid_refit","refit_error"
"09_StMEN","shots_per_dollar_postlasso_POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3","POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3",1,0.000135685210312076,"Increase",0.00401595794827882,0.00414755085279924,0.000131592904520414,0.000131592904520414,0.0327675006101129,TRUE,,,"4237","17498",7370,0.00414755085279924,0.000131592904520414,0.000131592904520414,0.0327675006101129,,TRUE,
"09_StMEN","shots_per_dollar_postlasso_POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3","POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3",2,0.000271370420624152,"Increase",0.00401595794827882,0.00422859998250229,0.000212642034223462,0.000212642034223462,0.0529492681352893,TRUE,,TRUE,"4237;3331","17498;12419",7370,0.00422859998250229,0.000212642034223462,0.000212642034223462,0.0529492681352893,TRUE,TRUE,
"09_StMEN","shots_per_dollar_postlasso_POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3","POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3",3,0.000407055630936228,"Increase",0.00401595794827882,0.00430788030301915,0.000291922354740321,0.000291922354740321,0.0726905905141349,TRUE,,TRUE,"4237;3331;1009","17498;12419;3139",7370,0.00430788030301915,0.000291922354740321,0.000291922354740321,0.0726905905141349,TRUE,TRUE,
"09_StMEN","shots_per_dollar_postlasso_POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3","POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3",4,0.000542740841248304,"Increase",0.00401595794827882,0.00438160024347042,0.000365642295191598,0.000365642295191598,0.0910473416058319,TRUE,,TRUE,"4237;3331;1009;7301","17498;12419;3139;28777",7370,0.00438160024347042,0.000365642295191598,0.000365642295191598,0.0910473416058319,TRUE,TRUE,
"09_StMEN","shots_per_dollar_postlasso_POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3","POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3",5,0.00067842605156038,"Increase",0.00401595794827882,0.0044546667395249,0.000438708791246079,0.000438708791246079,0.109241380735598,TRUE,,TRUE,"4237;3331;1009;7301;1566","17498;12419;3139;28777;4565",7370,0.0044546667395249,0.000438708791246079,0.000438708791246079,0.109241380735598,TRUE,TRUE,
"09_StMEN","shots_per_dollar_postlasso_POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3","POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3",6,0.000814111261872456,"Increase",0.00401595794827882,0.00452180956045539,0.000505851612176565,0.000505851612176565,0.12596038571404,TRUE,,TRUE,"4237;3331;1009;7301;1566;2088","17498;12419;3139;28777;4565;5740",7370,0.00452180956045539,0.000505851612176565,0.000505851612176565,0.12596038571404,TRUE,TRUE,
"09_StMEN","shots_per_dollar_postlasso_POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3","POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3",7,0.000949796472184532,"Increase",0.00401595794827882,0.00458105016499688,0.000565092216718061,0.000565092216718061,0.14071168672477,TRUE,,TRUE,"4237;3331;1009;7301;1566;2088;3133","17498;12419;3139;28777;4565;5740;11091",7370,0.00458105016499688,0.000565092216718061,0.000565092216718061,0.14071168672477,TRUE,TRUE,
"09_StMEN","shots_per_dollar_postlasso_POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3","POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3",8,0.00108548168249661,"Increase",0.00401595794827882,0.00464044492557437,0.000624486977295543,0.000624486977295543,0.155501373604569,TRUE,,TRUE,"4237;3331;1009;7301;1566;2088;3133;3136","17498;12419;3139;28777;4565;5740;11091;11094",7370,0.00464044492557437,0.000624486977295543,0.000624486977295543,0.155501373604569,TRUE,TRUE,
"09_StMEN","shots_per_dollar_postlasso_POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3","POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3",9,0.00122116689280868,"Increase",0.00401595794827882,0.0046839466235074,0.000667988675228572,0.000667988675228572,0.166333583127996,TRUE,,TRUE,"4237;3331;1009;7301;1566;2088;3133;3136;5646","17498;12419;3139;28777;4565;5740;11091;11094;23852",7370,0.0046839466235074,0.000667988675228572,0.000667988675228572,0.166333583127996,TRUE,TRUE,
"09_StMEN","shots_per_dollar_postlasso_POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3","POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3",10,0.00135685210312076,"Increase",0.00401595794827882,0.00472735899464856,0.000711401046369731,0.000711401046369731,0.177143549691457,TRUE,,TRUE,"4237;3331;1009;7301;1566;2088;3133;3136;5646;7262","17498;12419;3139;28777;4565;5740;11091;11094;23852;28714",7370,0.00472735899464856,0.000711401046369731,0.000711401046369731,0.177143549691457,TRUE,TRUE,
