"study_id","estimand_id","target","n","p","beta_original","max_k","max_removal_fraction","max_relative_change","min_k_25pct","min_fraction_25pct","direction_25pct","min_k_50pct","min_fraction_50pct","direction_50pct","min_k_cross_zero","min_fraction_cross_zero","direction_cross_zero","min_k_sign_flip","min_fraction_sign_flip","direction_sign_flip","non_nested_events","N"
"10_TPoI","tableA5_price_support_distribution_information","T1",1819,4,-0.116782146310028,90,0.0494777350192413,1.66091755777847,17,0.00934579439252336,"Decrease",32,0.0175920835623969,"Decrease",63,0.0346344145134689,"Increase",63,0.0346344145134689,"Increase",0,1819
