"study_id","estimand_id","target","n","p","beta_original","max_k","max_removal_fraction","max_relative_change","min_k_25pct","min_fraction_25pct","direction_25pct","min_k_50pct","min_fraction_50pct","direction_50pct","min_k_cross_zero","min_fraction_cross_zero","direction_cross_zero","min_k_sign_flip","min_fraction_sign_flip","direction_sign_flip","non_nested_events","N"
"06_UHGtBtCEoaUWRP","itt_fullspec_bn_employed_treat_HD","treat_HD",1770,124,0.0231123123505876,88,0.0497175141242938,7.94143727438973,2,0.00112994350282486,"Decrease",4,0.00225988700564972,"Decrease",10,0.00564971751412429,"Increase",10,0.00564971751412429,"Increase",0,1770
