term,estimate,std.error,statistic,p.value,outcome,outcome_label,control_mean,n,r2,q.value
treat_HD,-0.32330018892351176,0.3960552826377983,-0.8163006607821899,0.41444696329773956,hh_net_wealth,HH net non-land wealth,11.283266153214273,1770,0.2333328597910107,0.22599999999999998
treat_GD_lower,-0.05713186200444498,0.5960366488824717,-0.09585293473406938,0.9236491072514921,hh_net_wealth,HH net non-land wealth,11.283266153214273,1770,0.2333328597910107,0.392
treat_GD_middle,1.1024234554928218,0.42388806989459465,2.600741879258253,0.009386007042715108,hh_net_wealth,HH net non-land wealth,11.283266153214273,1770,0.2333328597910107,0.010000000000000009
treat_GD_upper,1.1412496227019748,0.40832811527572566,2.7949327514010154,0.005251611054165041,hh_net_wealth,HH net non-land wealth,11.283266153214273,1770,0.2333328597910107,0.006000000000000005
treat_GD_huge,0.9848220224984294,0.40846372722321833,2.411039112807785,0.01601668921531227,hh_net_wealth,HH net non-land wealth,11.283266153214273,1770,0.2333328597910107,0.014000000000000012
treat_combined,0.782958989555349,0.45820696669059624,1.7087452755471553,0.08768769956703436,hh_net_wealth,HH net non-land wealth,11.283266153214273,1770,0.2333328597910107,0.06299999999999994
treat_HD,-0.060543619518297356,0.3696931529584071,-0.16376721893226112,0.8699346147027482,hh_livestock_wealth,HH livestock wealth,7.8050853682509205,1770,0.2564831836143512,0.392
treat_GD_lower,1.7418071949672749,0.49071459879710455,3.5495320482353505,3.968195767851423e-4,hh_livestock_wealth,HH livestock wealth,7.8050853682509205,1770,0.2564831836143512,0.0010000000000000009
treat_GD_middle,1.8432013538293275,0.5183645763467898,3.5558011444752196,3.875465877133741e-4,hh_livestock_wealth,HH livestock wealth,7.8050853682509205,1770,0.2564831836143512,0.0010000000000000009
treat_GD_upper,2.6185803463370716,0.4514686085194319,5.800138253077155,7.937207271643967e-9,hh_livestock_wealth,HH livestock wealth,7.8050853682509205,1770,0.2564831836143512,0.0010000000000000009
treat_GD_huge,2.1281411906267924,0.47605924854094217,4.470328424769102,8.34660483972341e-6,hh_livestock_wealth,HH livestock wealth,7.8050853682509205,1770,0.2564831836143512,0.0010000000000000009
treat_combined,2.230749189164181,0.45109216901495436,4.945218166911314,8.38675528582141e-7,hh_livestock_wealth,HH livestock wealth,7.8050853682509205,1770,0.2564831836143512,0.0010000000000000009
treat_HD,1.0232464434388089,0.23323078102157682,4.3872701491495905,1.221091302717918e-5,sav_stock,Savings,9.238061676149876,1770,0.21097698846861834,0.0010000000000000009
treat_GD_lower,1.046932869410042,0.31802074168908323,3.292027003803382,0.0010158627735941577,sav_stock,Savings,9.238061676149876,1770,0.21097698846861834,0.0020000000000000018
treat_GD_middle,1.3214653952178799,0.3279734712872037,4.029183793529091,5.853642497973444e-5,sav_stock,Savings,9.238061676149876,1770,0.21097698846861834,0.0010000000000000009
treat_GD_upper,1.5524433523426995,0.3010845707729733,5.156170402080444,2.826929976276449e-7,sav_stock,Savings,9.238061676149876,1770,0.21097698846861834,0.0010000000000000009
treat_GD_huge,1.4097184401605565,0.3044225278789524,4.630795394751807,3.930339436969005e-6,sav_stock,Savings,9.238061676149876,1770,0.21097698846861834,0.0010000000000000009
treat_combined,1.6411735703725352,0.2685248557495361,6.111812501645373,1.2287635920192178e-9,sav_stock,Savings,9.238061676149876,1770,0.21097698846861834,0.0010000000000000009
treat_HD,0.4392791125938843,0.2819580291191194,1.5579592252302954,0.11943620904792239,debt_stock,Debt,8.753167564808846,1770,0.20707409824242495,0.08099999999999996
treat_GD_lower,-0.01828387980652174,0.4098520628175777,-0.04461092541739815,0.9644228750064897,debt_stock,Debt,8.753167564808846,1770,0.20707409824242495,0.392
treat_GD_middle,-0.2164571469952622,0.4299511349246522,-0.5034459253914884,0.6147185249366901,debt_stock,Debt,8.753167564808846,1770,0.20707409824242495,0.32699999999999996
treat_GD_upper,-0.5842312782159806,0.4414860233020275,-1.3233290464017677,0.18591076878381085,debt_stock,Debt,8.753167564808846,1770,0.20707409824242495,0.123
treat_GD_huge,-0.3112248221617362,0.4245302270333392,-0.7331040343972847,0.4635999434908351,debt_stock,Debt,8.753167564808846,1770,0.20707409824242495,0.243
treat_combined,-0.05422341697893715,0.3784305184007556,-0.14328500039606976,0.8860827361747632,debt_stock,Debt,8.753167564808846,1770,0.20707409824242495,0.392
