term,estimate,std.error,statistic,p.value,outcome,outcome_label,control_mean,n,r2,q.value
HD_complem,0.030298793061199657,0.03386535097754038,0.8946841590773391,0.37113506235858884,bn_employed,Employed,0.475103734439834,1289,0.18946734052681047,0.29600000000000004
GD_mid_complem,0.05680538245776364,0.046829884364628455,1.213015646493244,0.22536216758771113,bn_employed,Employed,0.475103734439834,1289,0.18946734052681047,0.19699999999999995
treat_combined,-0.07760973833916558,0.06387361346787489,-1.215051632834257,0.22458501532147257,bn_employed,Employed,0.475103734439834,1289,0.18946734052681047,0.19699999999999995
HD_complem,3.4914357678867716,1.5887602871677198,2.197584995097623,0.02816890506828098,bn_productive_hrs,Productive hours,18.635062239476753,1289,0.229209310776607,0.038000000000000034
GD_mid_complem,7.242323864639136,2.3731815442445363,3.051736131272086,0.002325128099646869,bn_productive_hrs,Productive hours,18.635062239476753,1289,0.229209310776607,0.007000000000000006
treat_combined,-8.158445654984037,3.125688587574221,-2.6101274731644426,0.009163360239264296,bn_productive_hrs,Productive hours,18.635062239476753,1289,0.229209310776607,0.016000000000000014
HD_complem,0.32156966765399897,0.2626856279006403,1.224161634665568,0.2211311412249227,bn_monthly_income,Monthly income,8.052206556687258,1289,0.22703452450372752,0.19699999999999995
GD_mid_complem,1.10480432810718,0.3437270097057538,3.214191195079326,0.001342901579677826,bn_monthly_income,Monthly income,8.052206556687258,1289,0.22703452450372752,0.006000000000000005
treat_combined,-0.3507940686356046,0.456462052339979,-0.7685065315666778,0.4423372722963137,bn_monthly_income,Monthly income,8.052206556687258,1289,0.22703452450372752,0.31499999999999995
HD_complem,1.5433642954499323,0.36263873223064047,4.255927892634323,2.243740633635515e-5,bn_tot_prod_assetval,Productive assets,5.606797100139101,1289,0.2564532630382992,0.0010000000000000009
GD_mid_complem,3.794815951497224,0.5117980207269784,7.414674926071256,2.29449351807587e-13,bn_tot_prod_assetval,Productive assets,5.606797100139101,1289,0.2564532630382992,0.0010000000000000009
treat_combined,-0.8726331817794766,0.6860727903570452,-1.2719250698243576,0.20364576722441682,bn_tot_prod_assetval,Productive assets,5.606797100139101,1289,0.2564532630382992,0.19699999999999995
HD_complem,0.056109467294535476,0.05899160150248509,0.9511433130387518,0.3417272315345252,hh_month_consumption_pc,HH consumption per capita,9.463587482422488,1260,0.3656854447323953,0.29600000000000004
GD_mid_complem,0.28610074980871586,0.09057719501516781,3.1586399839474626,0.0016254794407937945,hh_month_consumption_pc,HH consumption per capita,9.463587482422488,1260,0.3656854447323953,0.006000000000000005
treat_combined,-0.08710895451979746,0.11478218746641183,-0.7589065554730584,0.4480606631901456,hh_month_consumption_pc,HH consumption per capita,9.463587482422488,1260,0.3656854447323953,0.31499999999999995
