"study_id","estimand_id","target","n","p","beta_original","max_k","max_removal_fraction","max_relative_change","min_k_25pct","min_fraction_25pct","direction_25pct","min_k_50pct","min_fraction_50pct","direction_50pct","min_k_cross_zero","min_fraction_cross_zero","direction_cross_zero","min_k_sign_flip","min_fraction_sign_flip","direction_sign_flip","non_nested_events","N"
"07_SwSIiUS","table2_treated_signup_neighbor_high","neighbor_high",3757,14,-0.00975871055537053,187,0.0497737556561086,4.7870195663348,7,0.00186318871439979,"Increase",15,0.0039925472451424,"Increase",33,0.00878360393931328,"Decrease",33,0.00878360393931328,"Decrease",0,3757
