"study_id","estimand_id","target","k","removal_fraction","direction","position","observation_id","model_row_position"
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",14,0.00600343053173242,"Increase",728,874,728
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",14,0.00600343053173242,"Increase",764,921,764
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",14,0.00600343053173242,"Increase",1400,1703,1400
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",14,0.00600343053173242,"Increase",542,649,542
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",14,0.00600343053173242,"Increase",115,132,115
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",14,0.00600343053173242,"Increase",1001,1203,1001
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",14,0.00600343053173242,"Increase",711,849,711
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",14,0.00600343053173242,"Increase",283,339,283
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",14,0.00600343053173242,"Increase",1596,1929,1596
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",14,0.00600343053173242,"Increase",846,1019,846
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",14,0.00600343053173242,"Increase",1003,1206,1003
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",15,0.00643224699828473,"Increase",1584,1913,1584
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",15,0.00643224699828473,"Increase",1640,1979,1640
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",15,0.00643224699828473,"Increase",1027,1241,1027
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",15,0.00643224699828473,"Increase",728,874,728
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",15,0.00643224699828473,"Increase",764,921,764
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",15,0.00643224699828473,"Increase",1400,1703,1400
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",15,0.00643224699828473,"Increase",542,649,542
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",15,0.00643224699828473,"Increase",115,132,115
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",15,0.00643224699828473,"Increase",1001,1203,1001
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",15,0.00643224699828473,"Increase",711,849,711
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",15,0.00643224699828473,"Increase",283,339,283
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",15,0.00643224699828473,"Increase",1596,1929,1596
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",15,0.00643224699828473,"Increase",846,1019,846
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",15,0.00643224699828473,"Increase",1003,1206,1003
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",15,0.00643224699828473,"Increase",1245,1507,1245
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",16,0.00686106346483705,"Increase",1584,1913,1584
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",16,0.00686106346483705,"Increase",1640,1979,1640
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",16,0.00686106346483705,"Increase",1027,1241,1027
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",16,0.00686106346483705,"Increase",728,874,728
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",16,0.00686106346483705,"Increase",764,921,764
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",16,0.00686106346483705,"Increase",1400,1703,1400
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",16,0.00686106346483705,"Increase",542,649,542
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",16,0.00686106346483705,"Increase",115,132,115
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",16,0.00686106346483705,"Increase",1001,1203,1001
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",16,0.00686106346483705,"Increase",711,849,711
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",16,0.00686106346483705,"Increase",283,339,283
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",16,0.00686106346483705,"Increase",1596,1929,1596
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",16,0.00686106346483705,"Increase",846,1019,846
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",16,0.00686106346483705,"Increase",1003,1206,1003
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",16,0.00686106346483705,"Increase",1245,1507,1245
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",16,0.00686106346483705,"Increase",540,647,540
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",17,0.00728987993138937,"Increase",1584,1913,1584
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",17,0.00728987993138937,"Increase",1640,1979,1640
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",17,0.00728987993138937,"Increase",1027,1241,1027
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",17,0.00728987993138937,"Increase",728,874,728
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",17,0.00728987993138937,"Increase",764,921,764
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",17,0.00728987993138937,"Increase",1400,1703,1400
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",17,0.00728987993138937,"Increase",542,649,542
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",17,0.00728987993138937,"Increase",115,132,115
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",17,0.00728987993138937,"Increase",1001,1203,1001
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",17,0.00728987993138937,"Increase",711,849,711
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",17,0.00728987993138937,"Increase",283,339,283
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",17,0.00728987993138937,"Increase",1596,1929,1596
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",17,0.00728987993138937,"Increase",846,1019,846
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",17,0.00728987993138937,"Increase",1003,1206,1003
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",17,0.00728987993138937,"Increase",1245,1507,1245
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",17,0.00728987993138937,"Increase",540,647,540
