"study_id","estimand_id","target","n","p","beta_original","max_k","max_removal_fraction","max_relative_change","min_k_25pct","min_fraction_25pct","direction_25pct","min_k_50pct","min_fraction_50pct","direction_50pct","min_k_cross_zero","min_fraction_cross_zero","direction_cross_zero","min_k_sign_flip","min_fraction_sign_flip","direction_sign_flip","non_nested_events","N"
"04_SBN-HIWTO","table2_2018_ols_hiv_positive","learnhivpos",2332,9,-0.156557060370346,116,0.0497427101200686,7.98972582996458,3,0.00128644939965695,"Increase",5,0.00214408233276158,"Increase",17,0.00728987993138937,"Decrease",17,0.00728987993138937,"Decrease",14,2332
