"","created_month","id_village_grp","created_year","inreminders","old_sys_bug","reminder_system_type","elig_meas_rem","trmeasles_rem","trmeasles_sub","injpal_data","id_district","id_phc","id_sc","district","final_phc","has_hra","final_sc","final_village_name","village_population","inctreat","inctreat_arm","trtreat_arm_server_first","trtreat_arm_server_second","commtreat_arm","vil_added_later","vil_phc_surv","baseline","endline","samp_endl","serveronly","missingfromserver","vil_other","missing_commtreat","num_main_ever","BCG_ever","Penta1_ever","Penta2_ever","Penta3_ever","Measles1_ever","fully_immunized","reminder_control_first","reminder_control_second","trfrac33_first","trfrac33_second","trfrac66_first","trfrac66_second","trfrac100_second","communication_control","random","gossip","trusted","trustgossip","seedsrisk","anyseed","incentive_control","highslope","highflat","lowslope","lowflat","flat","slope","nchildren","nchildren_m5","nchildren_9mo","nchildren_9mo_m5","nkidsvillage","nkidsvillage_9mo","nkidsvillage_m5","nkidsvillage_9mo_m5","shot_BCG","shot_Penta1","shot_Measles1","shot_Penta3","shot_Penta2","hist_BCG","hist_NR_BCG","hist_Penta1","hist_NR_Penta1","hist_Penta2","hist_NR_Penta2","hist_Penta3","hist_NR_Penta3","hist_Measles1","hist_NR_Measles1","num_main_any","num_main_shots","num_shots_hist","first_implementation","SMSblast","fixed_cost","variable_cost","total_cost","shots_per_dollar"
"10692",10,"3_08_04_other",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",NA,"Ter","Other",0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,32,14,10,3,2,3,2,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,16,16,8,8,76,46,76,46,10,8,3,2,2,4,4,2,2,1,1,0,0,0,0,69,25,7,1,0,3.56,76.5663390663391,80.1263390663391,0.0374408719399523
"10693",11,"3_08_04_other",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",NA,"Ter","Other",0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,11,5,4,1,0,1,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,5,5,4,4,76,46,76,46,3,3,1,0,1,2,2,1,1,0,0,0,0,0,0,19,8,3,0,0,3.56,25.522113022113,29.082113022113,0.0343853969358979
"10694",1,"3_08_04_other",2018,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",NA,"Ter","Other",0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,35,20,10,2,2,1,1,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,22,22,7,7,76,46,76,46,17,8,1,2,1,3,3,2,2,1,1,0,0,0,0,82,29,6,0,0,3.56,25.522113022113,29.082113022113,0.0343853969358979
"10695",2,"3_08_04_other",2018,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",NA,"Ter","Other",0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,23,7,7,2,3,4,4,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,13,13,4,4,76,46,76,46,4,3,3,0,0,3,3,2,2,2,2,2,2,0,0,43,10,9,0,0,3.56,76.5663390663391,80.1263390663391,0.0374408719399523
"10696",3,"3_08_04_other",2018,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",NA,"Ter","Other",0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,76,46,76,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3.56,0,3.56,0
"10697",2,"3_08_04_V01N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Ferozepur Meo",2513,1,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,2,2,44,24,44,24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,3.56,25.522113022113,29.082113022113,0.0343853969358979
"10698",5,"3_08_04_V01N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Ferozepur Meo",2513,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,44,24,44,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,3.56,0,3.56,0
"10699",6,"3_08_04_V01N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Ferozepur Meo",2513,1,2,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,44,24,44,24,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,14,3,1,1,0,3.56,0,3.56,0
"10700",7,"3_08_04_V01N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Ferozepur Meo",2513,1,2,0,0,0,0,1,0,0,0,0,0,0,1,11,5,6,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,6,6,6,6,44,24,44,24,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,33,11,0,1,0,3.56,0,3.56,0
"10701",8,"3_08_04_V01N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Ferozepur Meo",2513,1,2,0,0,0,0,1,0,0,0,0,0,0,1,11,7,1,3,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,10,10,7,7,44,24,44,24,7,1,0,0,3,0,0,0,0,0,0,0,0,0,0,26,11,0,1,0,3.56,0,3.56,0
"10702",9,"3_08_04_V01N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Ferozepur Meo",2513,1,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,2,2,44,24,44,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,3.56,0,3.56,0
"10703",10,"3_08_04_V01N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Ferozepur Meo",2513,1,2,0,0,0,0,1,0,0,0,0,0,0,1,18,8,6,1,1,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,10,10,5,5,44,24,44,24,8,6,0,1,1,1,1,1,1,0,0,0,0,0,0,28,16,2,1,0,3.56,0,3.56,0
"10704",11,"3_08_04_V01N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Ferozepur Meo",2513,1,2,0,0,0,0,1,0,0,0,0,0,0,1,9,5,3,1,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,6,6,3,3,44,24,44,24,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,19,9,0,0,0,3.56,0,3.56,0
"10705",12,"3_08_04_V01N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Ferozepur Meo",2513,1,2,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,44,24,44,24,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,0,3.56,0,3.56,0
"10706",1,"3_08_04_V01N_0",2018,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Ferozepur Meo",2513,1,2,0,0,0,0,1,0,0,0,0,0,0,1,20,6,7,3,2,2,1,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,17,17,4,4,44,24,44,24,6,7,2,2,3,0,0,0,0,0,0,0,0,0,0,57,20,0,0,0,3.56,51.044226044226,54.604226044226,0.0366272016817915
"10707",1,"3_08_04_V02N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Lahabass",2916,1,2,0,0,0,0,1,0,0,0,0,0,0,1,7,3,2,1,0,1,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,3,3,56,46,56,46,2,1,1,0,1,1,1,1,1,0,0,0,0,0,0,21,5,2,1,0,3.56,25.522113022113,29.082113022113,0.0343853969358979
"10708",3,"3_08_04_V02N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Lahabass",2916,1,2,0,0,0,0,1,0,0,0,0,0,0,1,9,3,3,2,1,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,3,3,56,46,56,46,1,1,0,1,1,2,2,2,2,1,1,0,0,0,0,21,4,5,1,0,3.56,0,3.56,0
"10709",4,"3_08_04_V02N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Lahabass",2916,1,2,0,0,0,0,1,0,0,0,0,0,0,1,4,1,1,1,0,1,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,2,2,56,46,56,46,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,10,2,2,1,0,3.56,25.522113022113,29.082113022113,0.0343853969358979
"10710",5,"3_08_04_V02N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Lahabass",2916,1,2,0,0,0,0,1,0,0,0,0,0,0,1,19,5,6,3,2,3,2,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,7,7,7,7,56,46,56,46,1,3,3,2,1,4,4,3,3,2,2,0,0,0,0,58,10,9,1,0,3.56,76.5663390663391,80.1263390663391,0.0374408719399523
"10711",7,"3_08_04_V02N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Lahabass",2916,1,2,0,0,0,0,1,0,0,0,0,0,0,1,29,14,12,0,2,1,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,16,16,16,16,56,46,56,46,14,12,1,2,0,0,0,0,0,0,0,0,0,0,0,84,29,0,1,0,3.56,25.522113022113,29.082113022113,0.0343853969358979
"10712",8,"3_08_04_V02N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Lahabass",2916,1,2,0,0,0,0,1,0,0,0,0,0,0,1,7,4,2,1,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,6,6,4,4,56,46,56,46,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,18,7,0,1,0,3.56,0,3.56,0
"10713",9,"3_08_04_V02N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Lahabass",2916,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,56,46,56,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,3.56,0,3.56,0
"10714",10,"3_08_04_V02N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Lahabass",2916,1,2,0,0,0,0,1,0,0,0,0,0,0,1,19,7,6,2,2,2,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,13,13,9,9,56,46,56,46,5,6,2,2,2,2,2,0,0,0,0,0,0,0,0,52,17,2,1,0,3.56,51.044226044226,54.604226044226,0.0366272016817915
"10715",11,"3_08_04_V02N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Lahabass",2916,1,2,0,0,0,0,1,0,0,0,0,0,0,1,4,0,3,1,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,4,4,2,2,56,46,56,46,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,3.56,0,3.56,0
"10716",12,"3_08_04_V02N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Lahabass",2916,1,2,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,1,1,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,2,2,56,46,56,46,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,3.56,0,3.56,0
"10717",1,"3_08_04_V02N_0",2018,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Lahabass",2916,1,2,0,0,0,0,1,0,0,0,0,0,0,1,22,8,7,3,2,2,1,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,8,8,4,4,56,46,56,46,5,4,1,0,1,3,3,3,3,2,2,2,2,1,1,54,11,11,0,0,3.56,25.522113022113,29.082113022113,0.0343853969358979
"10718",2,"3_08_04_V03N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Mohammad Pur",3564,1,2,0,0,0,0,1,0,0,0,0,0,0,1,8,2,3,1,2,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,7,7,7,7,42,34,42,34,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,16,8,0,1,0,3.56,0,3.56,0
"10719",3,"3_08_04_V03N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Mohammad Pur",3564,1,2,0,0,0,0,1,0,0,0,0,0,0,1,8,4,3,0,1,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,6,6,6,6,42,34,42,34,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,18,9,0,1,0,3.56,0,3.56,0
"10720",5,"3_08_04_V03N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Mohammad Pur",3564,1,2,0,0,0,0,1,0,0,0,0,0,0,1,5,1,1,0,2,1,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,4,4,4,4,42,34,42,34,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,14,4,1,1,0,3.56,25.522113022113,29.082113022113,0.0343853969358979
"10721",6,"3_08_04_V03N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Mohammad Pur",3564,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,42,34,42,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,3.56,25.522113022113,29.082113022113,0.0343853969358979
"10722",7,"3_08_04_V03N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Mohammad Pur",3564,1,2,0,0,0,0,1,0,0,0,0,0,0,1,9,4,2,1,1,1,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,5,5,5,5,42,34,42,34,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,23,9,0,1,0,3.56,25.522113022113,29.082113022113,0.0343853969358979
"10723",8,"3_08_04_V03N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Mohammad Pur",3564,1,2,0,0,0,0,1,0,0,0,0,0,0,1,8,3,2,1,1,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,7,7,7,7,42,34,42,34,3,2,0,1,1,1,1,0,0,0,0,0,0,0,0,23,7,1,1,0,3.56,0,3.56,0
"10724",9,"3_08_04_V03N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Mohammad Pur",3564,1,2,0,0,0,0,1,0,0,0,0,0,0,1,7,0,5,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,5,5,2,2,42,34,42,34,0,5,0,0,0,0,0,2,2,0,0,0,0,0,0,14,5,2,1,0,3.56,0,3.56,0
"10725",10,"3_08_04_V03N_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Mohammad Pur",3564,1,2,0,0,0,0,1,0,0,0,0,0,0,1,8,2,1,3,1,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,7,7,3,3,42,34,42,34,2,1,0,1,3,1,1,0,0,0,0,0,0,0,0,14,7,1,1,0,3.56,0,3.56,0
"10726",1,"3_08_04_V03N_0",2018,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Mohammad Pur",3564,1,2,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,3,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,4,4,2,2,42,34,42,34,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,3.56,0,3.56,0
"10727",3,"3_08_04_V03N_0",2018,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Mohammad Pur",3564,1,2,0,0,0,0,1,0,0,0,0,0,0,1,3,1,1,1,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,42,34,42,34,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,3.56,0,3.56,0
"10728",1,"3_08_04_V04Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Sultanpur",2490,1,2,0,0,3,0,1,1,1,0,0,0,0,0,26,12,9,2,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,15,15,15,15,59,52,58,51,7,9,0,3,2,5,5,0,0,0,0,0,0,0,0,69,21,5,1,0,3.66,0,3.66,0
"10729",2,"3_08_04_V04Y_0",2017,0,NA,NA,NA,NA,0,FALSE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Sultanpur",2490,1,2,0,0,3,0,1,1,1,0,0,0,0,0,5,1,2,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,5,4,5,4,59,52,58,51,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,13,5,0,1,0,3.66,0,3.66,0
"10730",5,"3_08_04_V04Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Sultanpur",2490,1,2,0,0,3,0,1,1,1,0,0,0,0,0,8,4,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,5,5,5,5,59,52,58,51,4,2,0,1,0,0,0,0,0,0,0,1,1,0,0,24,7,1,1,0,3.66,0,3.66,0
"10731",6,"3_08_04_V04Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Sultanpur",2490,1,2,0,0,3,0,1,1,1,0,0,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,2,2,2,2,59,52,58,51,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,0,1,0,3.66,0,3.66,0
"10732",7,"3_08_04_V04Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Sultanpur",2490,1,2,0,0,3,0,1,1,1,0,0,0,0,0,10,3,3,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,7,7,7,7,59,52,58,51,3,3,0,1,3,0,0,0,0,0,0,0,0,0,0,29,10,0,1,0,3.66,0,3.66,0
"10733",8,"3_08_04_V04Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Sultanpur",2490,1,2,0,0,3,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,59,52,58,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,3.66,0,3.66,0
"10734",9,"3_08_04_V04Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Sultanpur",2490,1,2,0,0,3,0,1,1,1,0,0,0,0,0,28,14,10,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,17,17,16,16,59,52,58,51,15,10,0,1,2,0,0,0,0,0,0,0,0,0,0,56,28,0,1,0,3.66,0,3.66,0
"10735",10,"3_08_04_V04Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Sultanpur",2490,1,2,0,0,3,0,1,1,1,0,0,0,0,0,3,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,3,3,2,2,59,52,58,51,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,3,0,1,0,3.66,0,3.66,0
"10736",11,"3_08_04_V04Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Sultanpur",2490,1,2,0,0,3,0,1,1,1,0,0,0,0,0,7,3,1,0,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,5,5,4,4,59,52,58,51,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,3.66,51.044226044226,54.704226044226,0.0365602467053109
"10737",12,"3_08_04_V04Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Sultanpur",2490,1,2,0,0,3,0,1,1,1,0,0,0,0,0,11,2,3,1,1,4,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,9,9,5,5,59,52,58,51,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,27,11,0,0,0,3.66,102.088452088452,105.748452088452,0.0378256127726035
"10738",1,"3_08_04_V05Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Ter",6173,1,2,0,0,5,0,1,1,1,0,0,0,0,0,10,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,6,6,6,6,185,109,184,109,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,1,0,3.66,0,3.66,0
"10739",2,"3_08_04_V05Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Ter",6173,1,2,0,0,5,0,1,1,1,0,0,0,0,0,16,5,5,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,8,8,8,8,185,109,184,109,4,4,2,2,0,1,1,1,1,1,1,1,1,0,0,35,12,4,1,0,3.66,51.044226044226,54.704226044226,0.0365602467053109
"10740",3,"3_08_04_V05Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Ter",6173,1,2,0,0,5,0,1,1,1,0,0,0,0,0,5,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,4,4,4,4,185,109,184,109,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,5,0,1,0,3.66,0,3.66,0
"10741",4,"3_08_04_V05Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Ter",6173,1,2,0,0,5,0,1,1,1,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,2,2,2,2,185,109,184,109,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,3.66,25.522113022113,29.182113022113,0.0342675665481194
"10742",5,"3_08_04_V05Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Ter",6173,1,2,0,0,5,0,1,1,1,0,0,0,0,0,15,7,6,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,9,9,9,9,185,109,184,109,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,41,15,0,1,0,3.66,51.044226044226,54.704226044226,0.0365602467053109
"10743",6,"3_08_04_V05Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Ter",6173,1,2,0,0,5,0,1,1,1,0,0,0,0,0,8,6,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,6,6,6,6,185,109,184,109,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,0,1,0,3.66,0,3.66,0
"10744",7,"3_08_04_V05Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Ter",6173,1,2,0,0,5,0,1,1,1,0,0,0,0,0,29,15,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,16,16,15,15,185,109,184,109,15,10,0,0,0,2,2,2,2,0,0,0,0,0,0,81,25,4,1,0,3.66,0,3.66,0
"10745",8,"3_08_04_V05Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,3,"3_08","3_08_04","Mewat","Pinghwan",1,"Ter","Ter",6173,1,2,0,0,5,0,1,1,1,0,0,0,0,0,35,19,13,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,27,27,25,25,185,109,184,109,19,13,0,1,2,0,0,0,0,0,0,0,0,0,0,98,35,0,1,0,3.66,0,3.66,0
