term,estimate,std.error,statistic,p.value,arm,mean_compliance,n,r2,joint_p,q.value
sat_HD,0.2632074300585207,0.08454820338384006,3.1131049451587556,0.002093644777099766,treat_HD_pure,0.8609958506224067,466,0.3260981435021856,0.009682651305602575,0.013000000000000012
sat_GD_main,0.1326123072091586,0.08329899145341407,1.5920037553314623,0.11280035972667837,treat_HD_pure,0.8609958506224067,466,0.3260981435021856,0.009682651305602575,0.393
sat_GD_huge,0.0935471218972006,0.139921439851044,0.6685688912062937,0.5044619803703569,treat_HD_pure,0.8609958506224067,466,0.3260981435021856,0.009682651305602575,0.876
sat_HD,0.13928348651801115,0.16211095717981633,0.8591861336276946,0.39186948468114324,treat_combined,0.8994974874371859,192,0.5865405426339403,0.7845713768509324,0.876
sat_GD_main,-0.007443115331883243,0.1406778994485149,-0.05290891718643599,0.9578882725976363,treat_combined,0.8994974874371859,192,0.5865405426339403,0.7845713768509324,1
sat_GD_huge,0.1428637988783521,0.25989962843123243,0.549688353695176,0.583506149707368,treat_combined,0.8994974874371859,192,0.5865405426339403,0.7845713768509324,0.876
