"study_id","estimand_id","target","n","p","beta_original","max_k","max_removal_fraction","max_relative_change","min_k_25pct","min_fraction_25pct","direction_25pct","min_k_50pct","min_fraction_50pct","direction_50pct","min_k_cross_zero","min_fraction_cross_zero","direction_cross_zero","min_k_sign_flip","min_fraction_sign_flip","direction_sign_flip","non_nested_events","N"
"05_TPCvIKT","food_no_controls_inkind_minus_equal_value_cash","ik_minus_eq_cash",10985,6,-0.886054886836973,549,0.049977241693218,212.404624860959,1,0.0000910332271279017,"Increase",1,0.0000910332271279017,"Increase",1,0.0000910332271279017,"Decrease",1,0.0000910332271279017,"Decrease",4,10985
