"transfer_type","treatment1_mean","treatment2_mean","treatment1_sd","treatment2_sd","treatment1_count","treatment2_count"
"Cash in",12.3929034229829,13.5879494655005,26.1019219038755,42.5598105030512,409,343
"Cash out",13.7533762886598,123.295505957399,33.627011463994,164.373237759836,485,1977
"Debit",0.10978835978836,0.0115777777777778,0.0372431434531775,0.025775861997776,21,25
"Payment",0.415395817295355,1.05845420084514,0.864692288841221,9.70768729662629,433,894
"Transfer In",10.105082815735,7.66661450752062,16.0336521418794,13.291954533183,161,229
"Transfer Out",8.47222222222222,37.7147359396433,11.7744688748134,87.8571773544295,35,162
"Reversal",,67.4305555555556,,119.545472993203,,4
