"created_month","id_village_grp","created_year","inreminders","old_sys_bug","reminder_system_type","elig_meas_rem","trmeasles_rem","trmeasles_sub","injpal_data","id_district","id_phc","id_sc","district","final_phc","has_hra","final_sc","final_village_name","village_population","inctreat","inctreat_arm","trtreat_arm_server_first","trtreat_arm_server_second","commtreat_arm","vil_added_later","vil_phc_surv","baseline","endline","samp_endl","serveronly","missingfromserver","vil_other","missing_commtreat","num_main_ever","BCG_ever","Penta1_ever","Penta2_ever","Penta3_ever","Measles1_ever","fully_immunized","reminder_control_first","reminder_control_second","trfrac33_first","trfrac33_second","trfrac66_first","trfrac66_second","trfrac100_second","communication_control","random","gossip","trusted","trustgossip","seedsrisk","anyseed","incentive_control","highslope","highflat","lowslope","lowflat","flat","slope","nchildren","nchildren_m5","nchildren_9mo","nchildren_9mo_m5","nkidsvillage","nkidsvillage_9mo","nkidsvillage_m5","nkidsvillage_9mo_m5","shot_BCG","shot_Penta1","shot_Measles1","shot_Penta3","shot_Penta2","hist_BCG","hist_NR_BCG","hist_Penta1","hist_NR_Penta1","hist_Penta2","hist_NR_Penta2","hist_Penta3","hist_NR_Penta3","hist_Measles1","hist_NR_Measles1","num_main_any","num_main_shots","num_shots_hist","first_implementation"
3,"1_27_03_V02N_0",2018,0,NA,"Old System",NA,NA,0,TRUE,"1","1_27","1_27_03","Bhiwani","Talu",1,"Mundhal Kalan","Mundhal Khurd",2174,1,1,0,0,NA,0,1,0,0,0,0,0,0,1,16,5,7,2,2,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,10,10,0,0,47,28,47,28,3,6,0,2,2,2,2,1,1,0,0,0,0,0,0,51,13,3,0
4,"1_27_03_V03Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_27","1_27_03","Bhiwani","Talu",1,"Mundhal Kalan","Sukhpura",668,1,1,0,0,3,0,1,1,1,0,0,0,0,0,11,3,3,3,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,4,4,4,4,19,13,19,13,0,0,0,2,2,3,3,3,3,1,1,0,0,0,0,29,4,7,1
5,"1_27_03_V03Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_27","1_27_03","Bhiwani","Talu",1,"Mundhal Kalan","Sukhpura",668,1,1,0,0,3,0,1,1,1,0,0,0,0,0,10,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,3,3,3,3,19,13,19,13,1,1,1,1,0,2,2,2,2,1,1,1,1,0,0,21,4,6,1
6,"1_27_03_V03Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_27","1_27_03","Bhiwani","Talu",1,"Mundhal Kalan","Sukhpura",668,1,1,0,0,3,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,19,13,19,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1
7,"1_27_03_V03Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_27","1_27_03","Bhiwani","Talu",1,"Mundhal Kalan","Sukhpura",668,1,1,0,0,3,0,1,1,1,0,0,0,0,0,7,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,3,3,3,3,19,13,19,13,0,0,2,0,1,1,1,1,1,1,1,1,1,0,0,18,3,4,1
8,"1_27_03_V03Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_27","1_27_03","Bhiwani","Talu",1,"Mundhal Kalan","Sukhpura",668,1,1,0,0,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,19,13,19,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
9,"1_27_03_V03Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_27","1_27_03","Bhiwani","Talu",1,"Mundhal Kalan","Sukhpura",668,1,1,0,0,3,0,1,1,1,0,0,0,0,0,18,3,5,2,3,2,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,6,6,4,4,19,13,19,13,1,3,2,0,0,2,2,2,2,2,2,2,2,0,0,41,6,8,1
10,"1_27_03_V03Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_27","1_27_03","Bhiwani","Talu",1,"Mundhal Kalan","Sukhpura",668,1,1,0,0,3,0,1,1,1,0,0,0,0,0,4,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,2,2,1,1,19,13,19,13,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,11,3,1,1
11,"1_27_03_V03Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_27","1_27_03","Bhiwani","Talu",1,"Mundhal Kalan","Sukhpura",668,1,1,0,0,3,0,1,1,1,0,0,0,0,0,4,0,0,1,1,2,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,4,4,3,3,19,13,19,13,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,11,4,0,0
12,"1_27_03_V03Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_27","1_27_03","Bhiwani","Talu",1,"Mundhal Kalan","Sukhpura",668,1,1,0,0,3,0,1,1,1,0,0,0,0,0,10,4,4,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,5,5,1,1,19,13,19,13,3,4,1,1,0,1,1,0,0,0,0,0,0,0,0,31,9,1,0
1,"1_27_03_V03Y_0",2018,0,NA,"Old System",NA,NA,0,TRUE,"1","1_27","1_27_03","Bhiwani","Talu",1,"Mundhal Kalan","Sukhpura",668,1,1,0,0,3,0,1,1,1,0,0,0,0,0,9,1,1,4,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,4,4,1,1,19,13,19,13,0,1,1,0,3,1,1,1,1,1,1,1,1,0,0,27,5,4,0
3,"1_27_03_V03Y_0",2018,0,NA,"Old System",NA,NA,0,TRUE,"1","1_27","1_27_03","Bhiwani","Talu",1,"Mundhal Kalan","Sukhpura",668,1,1,0,0,3,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,19,13,19,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
4,"1_27_04_V01Y_0",2017,0,0,"Old System",1,0,0,TRUE,"1","1_27","1_27_04","Bhiwani","Talu",1,"Mundhal Khurd","Mundhal Khurd",2174,1,3,1,1,5,0,1,1,1,0,0,0,0,0,71,19,16,13,11,7,3,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,19,16,19,16,177,99,170,92,4,3,4,2,3,17,17,14,14,11,11,9,9,4,4,210,16,55,1
5,"1_27_04_V01Y_0",2017,0,0,"Old System",1,0,0,TRUE,"1","1_27","1_27_04","Bhiwani","Talu",1,"Mundhal Khurd","Mundhal Khurd",2174,1,3,1,1,5,0,1,1,1,0,0,0,0,0,82,21,24,15,12,8,7,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,27,26,27,26,177,99,170,92,0,10,7,4,5,21,21,15,15,10,10,9,9,1,1,237,26,56,1
6,"1_27_04_V01Y_0",2017,0,0,"Old System",1,0,0,TRUE,"1","1_27","1_27_04","Bhiwani","Talu",1,"Mundhal Khurd","Mundhal Khurd",2174,1,3,1,1,5,0,1,1,1,0,0,0,0,0,56,12,9,16,12,7,7,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,24,23,24,23,177,99,170,92,3,0,7,5,8,9,9,9,9,8,8,7,7,0,0,164,23,33,1
7,"1_27_04_V01Y_0",2017,0,0,"Old System",1,0,0,TRUE,"1","1_27","1_27_04","Bhiwani","Talu",1,"Mundhal Khurd","Mundhal Khurd",2174,1,3,1,1,5,0,1,1,1,0,0,0,0,0,71,15,13,13,17,10,9,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,28,28,27,27,177,99,170,92,3,3,10,9,3,12,12,10,10,11,11,9,9,1,1,204,28,43,1
8,"1_27_04_V01Y_0",2017,1,0,"Old System",0,1,1,TRUE,"1","1_27","1_27_04","Bhiwani","Talu",1,"Mundhal Khurd","Mundhal Khurd",2174,1,3,1,1,5,0,1,1,1,0,0,0,0,0,71,20,22,11,10,5,5,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,30,30,26,26,177,99,170,92,2,15,5,5,5,20,20,8,8,6,6,5,5,0,0,231,32,39,1
9,"1_27_04_V01Y_0",2017,1,0,"Old System",1,0,0,TRUE,"1","1_27","1_27_04","Bhiwani","Talu",1,"Mundhal Khurd","Mundhal Khurd",2174,1,3,1,1,5,0,1,1,1,0,0,0,0,0,60,16,15,13,6,8,6,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,28,27,19,18,177,99,170,92,6,8,7,3,8,13,13,8,8,5,5,4,4,1,1,194,32,31,1
10,"1_27_04_V01Y_0",2017,0,0,"Old System",1,1,0,TRUE,"1","1_27","1_27_04","Bhiwani","Talu",1,"Mundhal Khurd","Mundhal Khurd",2174,1,3,1,1,5,0,1,1,1,0,0,0,0,0,44,8,8,13,9,5,3,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,29,28,14,13,177,99,170,92,1,4,4,8,11,8,8,4,4,2,2,1,1,1,1,142,28,16,1
11,"1_27_04_V01Y_0",2017,1,0,"Old System",1,0,0,TRUE,"1","1_27","1_27_04","Bhiwani","Talu",1,"Mundhal Khurd","Mundhal Khurd",2174,1,3,1,1,5,0,1,1,1,0,0,0,0,0,61,17,19,6,9,9,9,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,37,37,14,14,177,99,170,92,1,15,9,7,4,17,17,4,4,2,2,2,2,0,0,201,36,25,0
12,"1_27_04_V01Y_0",2017,0,0,"Old System",1,0,0,TRUE,"1","1_27","1_27_04","Bhiwani","Talu",1,"Mundhal Khurd","Mundhal Khurd",2174,1,3,1,1,5,0,1,1,1,0,0,0,0,0,35,9,8,8,7,3,3,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,27,27,5,5,177,99,170,92,3,7,3,7,8,6,6,1,1,0,0,0,0,0,0,104,28,7,0
1,"1_27_04_V01Y_0",2018,0,0,"Old System",1,1,0,TRUE,"1","1_27","1_27_04","Bhiwani","Talu",1,"Mundhal Khurd","Mundhal Khurd",2174,1,3,1,1,5,0,1,1,1,0,0,0,0,0,33,6,5,9,11,2,2,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,24,23,6,5,177,99,170,92,2,2,2,10,6,4,4,3,3,3,3,1,1,0,0,113,22,11,0
2,"1_27_04_V01Y_0",2018,0,0,"Old System",1,1,0,TRUE,"1","1_27","1_27_04","Bhiwani","Talu",1,"Mundhal Khurd","Mundhal Khurd",2174,1,3,1,1,5,0,1,1,1,0,0,0,0,0,25,9,6,4,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,22,21,6,5,177,99,170,92,6,6,1,2,4,6,6,0,0,0,0,0,0,0,0,79,19,6,0
3,"1_27_04_V01Y_0",2018,0,0,"Old System",1,1,0,TRUE,"1","1_27","1_27_04","Bhiwani","Talu",1,"Mundhal Khurd","Mundhal Khurd",2174,1,3,1,1,5,0,1,1,1,0,0,0,0,0,54,16,14,12,6,5,3,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,47,47,13,13,177,99,170,92,9,12,5,6,11,8,8,2,2,1,1,0,0,0,0,187,43,11,0
4,"1_27_05_V01N_1",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_27","1_27_05","Bhiwani","Talu",1,"Talu","Talu-2",5935,1,2,0,3,NA,0,1,0,1,1,0,0,0,1,82,20,20,19,14,9,8,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,21,21,21,21,140,74,140,74,1,1,9,6,5,19,19,19,19,14,14,8,8,0,0,211,22,60,1
5,"1_27_05_V01N_1",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_27","1_27_05","Bhiwani","Talu",1,"Talu","Talu-2",5935,1,2,0,3,NA,0,1,0,1,1,0,0,0,1,56,14,14,13,9,6,6,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,17,17,17,17,140,74,140,74,1,2,6,3,6,13,13,12,12,7,7,6,6,0,0,152,18,38,1
6,"1_27_05_V01N_1",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_27","1_27_05","Bhiwani","Talu",1,"Talu","Talu-2",5935,1,2,0,3,NA,0,1,0,1,1,0,0,0,1,68,16,15,13,14,9,9,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,17,17,17,17,140,74,140,74,2,2,9,5,1,15,15,13,13,12,12,9,9,0,0,197,19,49,1
7,"1_27_05_V01N_1",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_27","1_27_05","Bhiwani","Talu",1,"Talu","Talu-2",5935,1,2,0,3,NA,0,1,0,1,1,0,0,0,1,45,10,11,8,8,5,5,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,15,15,15,15,140,74,140,74,2,3,5,4,2,9,9,8,8,6,6,4,4,0,0,113,16,27,1
8,"1_27_05_V01N_1",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_27","1_27_05","Bhiwani","Talu",1,"Talu","Talu-2",5935,1,2,0,3,NA,0,1,0,1,1,0,0,0,1,20,5,4,4,2,3,2,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,13,13,10,10,140,74,140,74,4,4,3,2,3,2,2,1,1,0,0,0,0,0,0,44,16,3,1
9,"1_27_05_V01N_1",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_27","1_27_05","Bhiwani","Talu",1,"Talu","Talu-2",5935,1,2,0,3,NA,0,1,0,1,1,0,0,0,1,32,10,7,5,6,4,4,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,18,18,13,13,140,74,140,74,4,4,4,3,3,6,6,3,3,2,2,2,2,0,0,85,18,13,1
10,"1_27_05_V01N_1",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_27","1_27_05","Bhiwani","Talu",1,"Talu","Talu-2",5935,1,2,0,3,NA,0,1,0,1,1,0,0,0,1,36,11,10,4,5,4,4,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,23,23,10,10,140,74,140,74,8,9,4,4,3,4,4,2,2,1,1,1,1,0,0,92,28,8,1
11,"1_27_05_V01N_1",2017,0,0,"Old System",1,0,0,TRUE,"1","1_27","1_27_05","Bhiwani","Talu",1,"Talu","Talu-2",5935,1,2,0,3,NA,0,1,0,1,1,0,0,0,1,32,9,10,7,2,2,2,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,26,26,6,6,140,74,140,74,5,10,2,2,8,5,5,0,0,0,0,0,0,0,0,100,27,5,0
12,"1_27_05_V01N_1",2017,0,0,"Old System",1,0,0,TRUE,"1","1_27","1_27_05","Bhiwani","Talu",1,"Talu","Talu-2",5935,1,2,0,3,NA,0,1,0,1,1,0,0,0,1,48,11,13,10,6,2,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,35,35,6,6,140,74,140,74,9,12,2,6,9,4,4,3,3,0,0,0,0,0,0,139,38,7,0
1,"1_27_05_V01N_1",2018,0,0,"Old System",1,0,0,TRUE,"1","1_27","1_27_05","Bhiwani","Talu",1,"Talu","Talu-2",5935,1,2,0,3,NA,0,1,0,1,1,0,0,0,1,38,7,9,10,9,1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,27,27,5,5,140,74,140,74,2,6,1,9,8,5,5,4,4,2,2,0,0,0,0,107,26,11,0
2,"1_27_05_V01N_1",2018,0,0,"Old System",1,0,0,TRUE,"1","1_27","1_27_05","Bhiwani","Talu",1,"Talu","Talu-2",5935,1,2,0,3,NA,0,1,0,1,1,0,0,0,1,32,8,9,7,5,1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,23,23,5,5,140,74,140,74,3,7,1,5,6,6,6,3,3,1,1,0,0,0,0,107,22,10,0
3,"1_27_05_V01N_1",2018,0,1,"Old System",1,0,0,TRUE,"1","1_27","1_27_05","Bhiwani","Talu",1,"Talu","Talu-2",5935,1,2,0,3,NA,0,1,0,1,1,0,0,0,1,41,9,8,11,8,5,3,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,39,39,12,12,140,74,140,74,5,6,5,7,10,4,4,2,2,1,1,1,1,0,0,159,33,8,0
4,"1_28_01_V01Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Alakhpur",1627,0,0,0,0,1,0,1,1,1,0,0,0,0,0,51,10,10,9,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,10,8,10,8,55,28,51,24,7,7,0,0,6,9,9,9,9,8,8,3,3,2,2,165,20,31,1
5,"1_28_01_V01Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Alakhpur",1627,0,0,0,0,1,0,1,1,1,0,0,0,0,0,24,4,4,4,6,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,9,9,9,9,55,28,51,24,0,0,3,4,2,4,4,4,4,3,3,2,2,2,2,74,9,15,1
6,"1_28_01_V01Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Alakhpur",1627,0,0,0,0,1,0,1,1,1,0,0,0,0,0,22,5,4,2,4,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,7,5,7,5,55,28,51,24,3,2,0,2,0,5,5,4,4,2,2,2,2,2,2,61,7,15,1
7,"1_28_01_V01Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Alakhpur",1627,0,0,0,0,1,0,1,1,1,0,0,0,0,0,5,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,3,2,2,55,28,51,24,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,10,3,2,1
8,"1_28_01_V01Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Alakhpur",1627,0,0,0,0,1,0,1,1,1,0,0,0,0,0,17,2,4,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,8,8,7,7,55,28,51,24,2,4,2,1,0,2,2,4,4,0,0,0,0,2,2,52,9,8,1
9,"1_28_01_V01Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Alakhpur",1627,0,0,0,0,1,0,1,1,1,0,0,0,0,0,26,4,6,4,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,15,15,5,5,55,28,51,24,4,6,3,0,4,4,4,4,4,0,0,0,0,1,1,76,17,9,1
10,"1_28_01_V01Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Alakhpur",1627,0,0,0,0,1,0,1,1,1,0,0,0,0,0,14,2,3,3,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,12,12,4,4,55,28,51,24,2,3,1,3,3,2,2,0,0,0,0,0,0,0,0,43,12,2,1
11,"1_28_01_V01Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Alakhpur",1627,0,0,0,0,1,0,1,1,1,0,0,0,0,0,14,1,2,5,0,3,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,11,11,3,3,55,28,51,24,1,2,3,0,5,2,2,0,0,1,1,0,0,1,1,38,11,4,0
12,"1_28_01_V01Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Alakhpur",1627,0,0,0,0,1,0,1,1,1,0,0,0,0,0,19,2,4,2,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,13,13,1,1,55,28,51,24,2,4,1,5,2,2,2,3,3,0,0,0,0,0,0,59,14,5,0
1,"1_28_01_V01Y_0",2018,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Alakhpur",1627,0,0,0,0,1,0,1,1,1,0,0,0,0,0,10,0,4,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,9,8,3,2,55,28,51,24,0,4,0,1,2,0,0,3,3,0,0,0,0,0,0,30,7,3,0
2,"1_28_01_V01Y_0",2018,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Alakhpur",1627,0,0,0,0,1,0,1,1,1,0,0,0,0,0,20,3,3,5,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,16,15,4,3,55,28,51,24,3,3,1,2,6,2,2,3,3,0,0,0,0,0,0,55,15,5,0
3,"1_28_01_V01Y_0",2018,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Alakhpur",1627,0,0,0,0,1,0,1,1,1,0,0,0,0,0,13,2,1,3,4,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,10,10,1,1,55,28,51,24,1,1,1,4,3,2,2,1,1,0,0,0,0,0,0,36,10,3,0
4,"1_28_01_V02Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Bhurtana",3176,0,0,0,0,0,0,1,1,1,0,0,0,0,0,58,19,15,11,8,3,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,19,19,19,19,84,46,83,45,4,4,3,5,3,16,16,11,11,8,8,3,3,1,1,156,19,39,1
5,"1_28_01_V02Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Bhurtana",3176,0,0,0,0,0,0,1,1,1,0,0,0,0,0,28,4,7,8,6,3,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,14,14,14,14,84,46,83,45,0,3,3,3,5,4,4,4,4,3,3,3,3,0,0,82,14,14,1
6,"1_28_01_V02Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Bhurtana",3176,0,0,0,0,0,0,1,1,1,0,0,0,0,0,37,9,6,7,9,4,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,16,16,16,16,84,46,83,45,5,2,4,5,2,5,5,5,5,5,5,4,4,0,0,99,18,19,1
7,"1_28_01_V02Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Bhurtana",3176,0,0,0,0,0,0,1,1,1,0,0,0,0,0,39,7,10,7,8,6,5,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,16,16,16,16,84,46,83,45,0,5,6,3,2,7,7,5,5,5,5,5,5,1,1,103,16,23,1
8,"1_28_01_V02Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Bhurtana",3176,0,0,0,0,0,0,1,1,1,0,0,0,0,0,12,4,2,3,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,7,7,4,4,84,46,83,45,3,1,1,0,2,1,1,2,2,1,1,1,1,0,0,30,7,5,1
9,"1_28_01_V02Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Bhurtana",3176,0,0,0,0,0,0,1,1,1,0,0,0,0,0,30,9,8,3,5,2,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,19,19,10,10,84,46,83,45,5,8,2,5,3,5,5,1,1,1,1,0,0,0,0,88,23,7,1
10,"1_28_01_V02Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Bhurtana",3176,0,0,0,0,0,0,1,1,1,0,0,0,0,0,26,4,4,8,2,6,5,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,20,19,9,8,84,46,83,45,3,3,5,2,7,2,2,1,1,1,1,1,1,1,1,69,20,6,1
11,"1_28_01_V02Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Bhurtana",3176,0,0,0,0,0,0,1,1,1,0,0,0,0,0,13,4,3,1,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,12,12,3,3,84,46,83,45,1,3,0,5,1,3,3,0,0,0,0,0,0,0,0,42,10,3,0
12,"1_28_01_V02Y_0",2017,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Bhurtana",3176,0,0,0,0,0,0,1,1,1,0,0,0,0,0,28,6,5,2,4,6,6,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,23,23,9,9,84,46,83,45,5,5,6,4,2,4,4,2,2,0,0,0,0,0,0,79,22,6,0
1,"1_28_01_V02Y_0",2018,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Bhurtana",3176,0,0,0,0,0,0,1,1,1,0,0,0,0,0,15,4,4,3,1,3,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,15,15,6,6,84,46,83,45,2,3,3,1,3,2,2,1,1,0,0,0,0,0,0,44,12,3,0
2,"1_28_01_V02Y_0",2018,0,NA,"Old System",NA,NA,0,TRUE,"1","1_28","1_28_01","Bhiwani","Tosham",1,"Bhurtana","Bhurtana",3176,0,0,0,0,0,0,1,1,1,0,0,0,0,0,23,6,9,3,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,20,20,4,4,84,46,83,45,1,9,0,4,3,5,5,1,1,0,0,0,0,0,0,80,17,6,0
