"sigma","component","treatment_share","unit","estimate","std.error","ci_bc_low","ci_bc_high"
6,"Private Return (%)",,"Percent",74.1870514593692,12.9299979295497,49.6737315980014,98.0820672436133
6,"Business Stealing (pp)",,"Percentage points",-56.2514017290366,23.8533367427444,-107.242103380121,-12.2916827541353
6,"Consumer Surplus (pp)",,"Percentage points",41.8945173531689,13.6970493224988,15.4045608212284,71.8252140776872
6,"Social Return (%)",,"Percent",59.8301670835015,21.5139783154743,12.9396829000863,95.3418899625318
