"sigma","component","treatment_share","unit","estimate","std.error","ci_bc_low","ci_bc_high"
6,"Producer Surplus",1,"Share of Profit (%)",4.04936522405219,4.57973184214302,-6.0078091091534,12.6976152760161
6,"Consumer Surplus",1,"Share of Profit (%)",12.6473611433198,4.48559530561368,4.00084831377106,21.8566712189132
6,"Spillover",1,"Share of Profit (%)",,,,
6,"Total",1,"Share of Profit (%)",16.696726367372,7.26260151548319,3.30231393846236,31.4499943666237
6,"Producer Surplus",1,"USD",3566.12993039443,4032.5591997207,-5291.96071152359,11160.0474403872
6,"Consumer Surplus",1,"USD",11138.652745553,3949.66793705156,3522.10363495746,19246.3762921678
6,"Spillover",1,"USD",,,,
6,"Total",1,"USD",14695.97741686,6394.69675178272,2902.44003408097,27688.189195352
6,"Producer Surplus",0.5,"Share of Profit (%)",2.02468261202609,2.28986592107151,-3.0039045545767,6.34880763800806
6,"Consumer Surplus",0.5,"Share of Profit (%)",6.32368057165989,2.24279765280684,2.00042415688553,10.9283356094566
6,"Spillover",0.5,"Share of Profit (%)",2.36631569870825,1.29523059552579,0.390016174218544,5.36505498842045
6,"Total",0.5,"Share of Profit (%)",10.7146788823942,4.84389843594654,1.92690710766328,20.3924275446827
6,"Producer Surplus",0.5,"USD",1778.66233565352,2016.33249226595,-2663.32674184015,5538.53412401866
6,"Consumer Surplus",0.5,"USD",5564.92374323279,1974.72525763459,1761.05181747873,9588.70701469451
6,"Spillover",0.5,"USD",2086.8464037123,1140.50739741622,345.312451603064,4726.39188397193
6,"Total",0.5,"USD",9430.43248259861,4265.19798751594,1653.31964441637,17936.3380811689
