"variable","control_mean","treated_market_mean","difference","p.value"
"townsize",49.7012987012987,52.8590308370044,3.1577321357057,0.331956452621923
"numind",6.31168831168831,5.96916299559471,-0.342525316093598,0.27709457388628
"indsize",8.0974025974026,8.48458149779736,0.38717890039476,0.686808082904976
"invherf",12.8950961077202,13.1835378409057,0.288441733185559,0.853134958863977
