"study_id","estimand_id","target","k","removal_fraction","direction","beta_original","beta_mis","delta_mis","abs_delta_mis","relative_change_mis","valid_mis","refit_error_mis","nested_mis","mis_positions","mis_ids","N","beta_after","delta_beta","abs_delta_beta","relative_change","nested","valid_refit","refit_error"
"02_LMDIVUiSL","table1_col1_door_to_door","treat_dtd",1,0.0000826719576719577,"Increase",0.293467787694696,0.293149275541485,-0.000318512153210659,0.000318512153210659,0.0010853394020267,TRUE,,,"9","41",12096,0.293149275541485,-0.000318512153210659,0.000318512153210659,0.0010853394020267,,TRUE,
"02_LMDIVUiSL","table1_col1_door_to_door","treat_dtd",2,0.000165343915343915,"Increase",0.293467787694696,0.292828611550155,-0.00063917614454051,0.00063917614454051,0.00217801125486885,TRUE,,TRUE,"9;2822","41;8772",12096,0.292828611550155,-0.00063917614454051,0.00063917614454051,0.00217801125486885,TRUE,TRUE,
"02_LMDIVUiSL","table1_col1_door_to_door","treat_dtd",3,0.000248015873015873,"Increase",0.293467787694696,0.29250577384036,-0.000962013854335586,0.000962013854335586,0.00327809011644031,TRUE,,TRUE,"9;2822;3602","41;8772;11136",12096,0.29250577384036,-0.000962013854335586,0.000962013854335586,0.00327809011644031,TRUE,TRUE,
"02_LMDIVUiSL","table1_col1_door_to_door","treat_dtd",4,0.000330687830687831,"Increase",0.293467787694696,0.292180740234118,-0.00128704746057723,0.00128704746057723,0.00438565155885588,TRUE,,TRUE,"9;2822;3602;5221","41;8772;11136;16222",12096,0.292180740234118,-0.00128704746057723,0.00128704746057723,0.00438565155885588,TRUE,TRUE,
"02_LMDIVUiSL","table1_col1_door_to_door","treat_dtd",5,0.000413359788359788,"Increase",0.293467787694696,0.291853488250702,-0.00161429944399366,0.00161429944399366,0.00550077218584913,TRUE,,TRUE,"9;2822;3602;5221;5239","41;8772;11136;16222;16301",12096,0.291853488250702,-0.00161429944399366,0.00161429944399366,0.00550077218584913,TRUE,TRUE,
"02_LMDIVUiSL","table1_col1_door_to_door","treat_dtd",6,0.000496031746031746,"Increase",0.293467787694696,0.291523995101476,-0.00194379259321925,0.00194379259321925,0.00662352965035278,TRUE,,TRUE,"9;2822;3602;5221;5239;6565","41;8772;11136;16222;16301;20510",12096,0.291523995101476,-0.00194379259321925,0.00194379259321925,0.00662352965035278,TRUE,TRUE,
"02_LMDIVUiSL","table1_col1_door_to_door","treat_dtd",7,0.000578703703703704,"Increase",0.293467787694696,0.291192237684604,-0.002275550010092,0.002275550010092,0.00775400267254997,TRUE,,TRUE,"9;2822;3602;5221;5239;6565;7071","41;8772;11136;16222;16301;20510;21185",12096,0.291192237684604,-0.002275550010092,0.002275550010092,0.00775400267254997,TRUE,TRUE,
"02_LMDIVUiSL","table1_col1_door_to_door","treat_dtd",8,0.000661375661375661,"Increase",0.293467787694696,0.290858192579635,-0.00260959511506093,0.00260959511506093,0.00889227105830018,TRUE,,TRUE,"9;2822;3602;5221;5239;6565;7071;7418","41;8772;11136;16222;16301;20510;21185;21636",12096,0.290858192579635,-0.00260959511506093,0.00260959511506093,0.00889227105830018,TRUE,TRUE,
"02_LMDIVUiSL","table1_col1_door_to_door","treat_dtd",9,0.000744047619047619,"Increase",0.293467787694696,0.290521836042,-0.00294595165269534,0.00294595165269534,0.0100384157179122,TRUE,,TRUE,"9;2822;3602;5221;5239;6565;7071;7418;9994","41;8772;11136;16222;16301;20510;21185;21636;28065",12096,0.290521836042,-0.00294595165269534,0.00294595165269534,0.0100384157179122,TRUE,TRUE,
"02_LMDIVUiSL","table1_col1_door_to_door","treat_dtd",10,0.000826719576719577,"Increase",0.293467787694696,0.290183143997399,-0.00328464369729625,0.00328464369729625,0.011192518685265,TRUE,,TRUE,"9;2822;3602;5221;5239;6565;7071;7418;9994;10278","41;8772;11136;16222;16301;20510;21185;21636;28065;28980",12096,0.290183143997399,-0.00328464369729625,0.00328464369729625,0.011192518685265,TRUE,TRUE,
